@relation abalone

@attribute Sex {M,F,I}
@attribute Length {'\'B1of6\'','\'B2of6\'','\'B3of6\'','\'B4of6\'','\'B5of6\'','\'B6of6\''}
@attribute Diameter {'\'B1of7\'','\'B2of7\'','\'B3of7\'','\'B4of7\'','\'B5of7\'','\'B6of7\'','\'B7of7\''}
@attribute Height {'\'B1of6\'','\'B2of6\'','\'B3of6\'','\'B4of6\'','\'B5of6\'','\'B6of6\''}
@attribute Whole_weight {'\'B1of8\'','\'B2of8\'','\'B3of8\'','\'B4of8\'','\'B5of8\'','\'B6of8\'','\'B7of8\'','\'B8of8\''}
@attribute Shucked_weight {'\'B1of7\'','\'B2of7\'','\'B3of7\'','\'B4of7\'','\'B5of7\'','\'B6of7\'','\'B7of7\''}
@attribute Viscera_weight {'\'B1of6\'','\'B2of6\'','\'B3of6\'','\'B4of6\'','\'B5of6\'','\'B6of6\''}
@attribute Shell_weight {'\'B1of8\'','\'B2of8\'','\'B3of8\'','\'B4of8\'','\'B5of8\'','\'B6of8\'','\'B7of8\'','\'B8of8\''}
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',11
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
F,'\'B3of6\'','\'B5of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',13
M,'\'B3of6\'','\'B3of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B3of8\'',7
I,'\'B3of6\'','\'B3of7\'','\'B2of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B2of8\'',8
M,'\'B5of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',16
F,'\'B5of6\'','\'B7of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',14
M,'\'B5of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',17
M,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
M,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',12
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',15
I,'\'B3of6\'','\'B4of7\'','\'B3of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B3of8\'',10
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B6of8\'',14
I,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B3of8\'',8
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',17
F,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B3of8\'',10
M,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B4of7\'','\'B3of6\'','\'B4of8\'',11
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
F,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',15
I,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',15
I,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',9
M,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',15
F,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',9
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',13
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',23
M,'\'B5of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',23
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',18
M,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',11
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',17
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',17
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',11
I,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B2of8\'',7
I,'\'B2of6\'','\'B2of7\'','\'B2of6\'','\'B2of8\'','\'B2of7\'','\'B2of6\'','\'B2of8\'',6
I,'\'B1of6\'','\'B1of7\'','\'B1of6\'','\'B1of8\'','\'B2of7\'','\'B1of6\'','\'B1of8\'',6
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',21
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',17
F,'\'B5of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',11
M,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',16
F,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B6of8\'',12
M,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',19
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B5of6\'','\'B8of8\'',18
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',17
M,'\'B6of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',11
M,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
M,'\'B5of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B7of7\'','\'B5of6\'','\'B7of8\'',13
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B5of6\'','\'B8of8\'',20
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',13
F,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',11
M,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',12
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',18
M,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B5of6\'','\'B7of8\'',18
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',15
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B5of6\'','\'B7of8\'',12
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',19
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',15
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',16
I,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',12
I,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B4of8\'',8
M,'\'B1of6\'','\'B1of7\'','\'B1of6\'','\'B1of8\'','\'B2of7\'','\'B1of6\'','\'B1of8\'',3
F,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',12
F,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',12
M,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',10
F,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',8
I,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',12
I,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B4of8\'',12
F,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',10
M,'\'B1of6\'','\'B1of7\'','\'B1of6\'','\'B1of8\'','\'B2of7\'','\'B1of6\'','\'B1of8\'',5
M,'\'B1of6\'','\'B1of7\'','\'B1of6\'','\'B1of8\'','\'B2of7\'','\'B1of6\'','\'B1of8\'',5
I,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',11
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',16
F,'\'B4of6\'','\'B4of7\'','\'B4of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B4of8\'',12
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',14
I,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',11
I,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',10
M,'\'B3of6\'','\'B4of7\'','\'B5of6\'','\'B5of8\'','\'B5of7\'','\'B5of6\'','\'B4of8\'',11
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',16
M,'\'B3of6\'','\'B4of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',10
M,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',10
I,'\'B2of6\'','\'B2of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B2of8\'',7
I,'\'B6of6\'','\'B6of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',14
I,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',14
I,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',17
I,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',14
F,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',17
I,'\'B4of6\'','\'B4of7\'','\'B3of6\'','\'B5of8\'','\'B5of7\'','\'B4of6\'','\'B5of8\'',13
F,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',12
I,'\'B3of6\'','\'B5of7\'','\'B6of6\'','\'B5of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',16
M,'\'B2of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B2of6\'','\'B2of8\'',10
I,'\'B6of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',15
F,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',10
I,'\'B6of6\'','\'B6of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',12
I,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',15
F,'\'B6of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B6of7\'','\'B6of6\'','\'B7of8\'',8
F,'\'B4of6\'','\'B5of7\'','\'B4of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',10
I,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B5of8\'',9
M,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',7
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',12
I,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B4of7\'','\'B4of6\'','\'B3of8\'',9
M,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B4of8\'',10
M,'\'B3of6\'','\'B4of7\'','\'B5of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B4of8\'',18
M,'\'B3of6\'','\'B3of7\'','\'B1of6\'','\'B2of8\'','\'B3of7\'','\'B3of6\'','\'B2of8\'',11
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B5of8\'',18
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',10
M,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',13
I,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',15
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',12
F,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B3of8\'',10
M,'\'B2of6\'','\'B2of7\'','\'B2of6\'','\'B2of8\'','\'B3of7\'','\'B2of6\'','\'B2of8\'',6
I,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
I,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',14
M,'\'B2of6\'','\'B2of7\'','\'B2of6\'','\'B2of8\'','\'B3of7\'','\'B2of6\'','\'B2of8\'',6
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',10
M,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',9
I,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',11
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',18
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',11
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',16
I,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B8of8\'',16
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B6of8\'',14
M,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',23
I,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',9
F,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',16
F,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',9
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',13
M,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',10
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B5of8\'',9
F,'\'B4of6\'','\'B4of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B4of8\'',11
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B4of8\'',9
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',12
F,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',14
I,'\'B2of6\'','\'B2of7\'','\'B3of6\'','\'B2of8\'','\'B3of7\'','\'B2of6\'','\'B2of8\'',6
F,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',7
F,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B3of8\'',9
F,'\'B3of6\'','\'B4of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B5of8\'',10
M,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',10
M,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',9
I,'\'B3of6\'','\'B2of7\'','\'B3of6\'','\'B2of8\'','\'B3of7\'','\'B2of6\'','\'B2of8\'',8
I,'\'B2of6\'','\'B2of7\'','\'B2of6\'','\'B2of8\'','\'B3of7\'','\'B2of6\'','\'B2of8\'',5
I,'\'B1of6\'','\'B2of7\'','\'B2of6\'','\'B1of8\'','\'B2of7\'','\'B2of6\'','\'B2of8\'',6
I,'\'B1of6\'','\'B2of7\'','\'B1of6\'','\'B2of8\'','\'B2of7\'','\'B2of6\'','\'B2of8\'',5
I,'\'B1of6\'','\'B2of7\'','\'B2of6\'','\'B2of8\'','\'B2of7\'','\'B2of6\'','\'B2of8\'',5
I,'\'B1of6\'','\'B1of7\'','\'B1of6\'','\'B1of8\'','\'B2of7\'','\'B1of6\'','\'B1of8\'',4
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',20
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',14
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B4of6\'','\'B6of8\'',13
M,'\'B3of6\'','\'B4of7\'','\'B3of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',8
M,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',17
F,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',11
M,'\'B3of6\'','\'B4of7\'','\'B5of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',9
F,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',8
M,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
M,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B6of8\'',11
M,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',20
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B8of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',14
F,'\'B5of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',14
M,'\'B5of6\'','\'B7of7\'','\'B5of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',14
M,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',18
M,'\'B5of6\'','\'B6of7\'','\'B6of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',13
F,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B5of8\'','\'B5of7\'','\'B5of6\'','\'B4of8\'',8
F,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',14
F,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
M,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',12
F,'\'B4of6\'','\'B6of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B6of6\'','\'B6of8\'',14
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B6of8\'',14
I,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',8
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',13
F,'\'B6of6\'','\'B7of7\'','\'B6of6\'','\'B7of8\'','\'B7of7\'','\'B6of6\'','\'B7of8\'',11
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',14
M,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',7
F,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',10
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B5of7\'','\'B5of6\'','\'B5of8\'',11
I,'\'B3of6\'','\'B4of7\'','\'B3of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B3of8\'',8
M,'\'B3of6\'','\'B4of7\'','\'B5of6\'','\'B4of8\'','\'B4of7\'','\'B4of6\'','\'B4of8\'',9
M,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B5of8\'','\'B5of7\'','\'B5of6\'','\'B6of8\'',12
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',15
M,'\'B4of6\'','\'B5of7\'','\'B6of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',12
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',15
M,'\'B4of6\'','\'B6of7\'','\'B5of6\'','\'B7of8\'','\'B6of7\'','\'B5of6\'','\'B7of8\'',19
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',12
F,'\'B3of6\'','\'B3of7\'','\'B3of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',9
I,'\'B2of6\'','\'B2of7\'','\'B2of6\'','\'B2of8\'','\'B3of7\'','\'B2of6\'','\'B2of8\'',5
I,'\'B2of6\'','\'B3of7\'','\'B2of6\'','\'B3of8\'','\'B4of7\'','\'B2of6\'','\'B2of8\'',6
I,'\'B3of6\'','\'B3of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B3of6\'','\'B3of8\'',6
I,'\'B3of6\'','\'B3of7\'','\'B2of6\'','\'B3of8\'','\'B4of7\'','\'B3of6\'','\'B3of8\'',6
I,'\'B3of6\'','\'B4of7\'','\'B2of6\'','\'B3of8\'','\'B4of7\'','\'B2of6\'','\'B2of8\'',7
I,'\'B3of6\'','\'B4of7\'','\'B3of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B3of8\'',6
I,'\'B3of6\'','\'B4of7\'','\'B4of6\'','\'B4of8\'','\'B5of7\'','\'B4of6\'','\'B4of8\'',6
M,'\'B4of6\'','\'B5of7\'','\'B4of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',8
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',8
I,'\'B4of6\'','\'B5of7\'','\'B4of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B5of8\'',8
F,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B5of6\'','\'B4of8\'',8
I,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B5of8\'',10
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B5of8\'','\'B6of7\'','\'B4of6\'','\'B5of8\'',7
M,'\'B4of6\'','\'B5of7\'','\'B5of6\'','\'B6of8\'','\'B6of7\'','\'B5of6\'','\'B6of8\'',8
